Haltestelle,latitude,longitude
Schlangenkoppel,10.142225,53.543247
Schlankreye (DKH),9.969922,53.571852
Schlebuschweg,10.224695,53.492425
Schleemer Weg (Nord),10.114974,53.542462
Schlenzigstraße,10.001813,53.514765
Schleswiger Damm,9.919439,53.637771
Schleusendamm,10.189727,53.465148
"Schlotfeld, Amönenwarte",9.558581,53.956211
"Schlotfeld, Dorfstraße 42a",9.583447,53.958635
"Schlotfeld, Möhlenholt",9.582899,53.954361
"Schlotfeld, Mühlenweg",9.595555,53.944533
Schlump,9.970126,53.567591
"Schmachthagen, Dorfstraße 1",10.405214,53.750404
"Schmachthagen, Dorfstraße 6",10.409363,53.750256
"Schmachthagen, Ehrenmal",10.419205,53.747642
"Schmachthagen, Schulsteig",10.416366,53.749769
Schmalenbeck,10.260499,53.653309
"Schmalenbeck, Barkholt",10.272284,53.648386
"Schmalenbeck, Martin-Meyer-Weg",10.278935,53.646284
"Schmalenbeck, Parkklinik Manhagen",10.257041,53.661630
"Schmalenbeck, Schulzentrum",10.278392,53.647314
"Schmalenfelde, Abzweigung Brackel",10.000778,53.287042
"Schmalenfelde, Mühle",10.002816,53.290825
"Schmalensee, Belauer Straße (Ost)",10.270317,54.085088
"Schmalensee, Belauer Straße (West)",10.260722,54.087696
"Schmalensee, Damsdorfer Straße",10.270443,54.080711
"Schmalensee, Stockseer Straße",10.275060,54.086287
"Schmalfeld, Holstenstraße",9.986121,53.874106
"Schmalfeld, Kamper Straße",9.974760,53.862842
"Schmalfeld, Schmalfelder Au",9.981956,53.881939
"Schmalfeld, Schule",9.981794,53.876944
"Schmilau, Alter Bahnhof",10.753353,53.660536
"Schmilau, Alt-Horster-Weg",10.758397,53.661756
"Schmilau, Kirche",10.757533,53.664618
"Schmilau, Wald",10.744276,53.655044
"Schmilau, Waldsiedlung",10.748504,53.658154
Schmuckshöhe,10.037066,53.611219
Schnackenburgallee,9.904305,53.592039
Schnackenburgallee (Mitte),9.911155,53.583788
"Schnakenbek, Am Keil",10.501862,53.387189
"Schnakenbek, Feuerwehr",10.501124,53.385446
"Schnakenbek, Lärchenhain",10.494439,53.387696
"Schnakenbek, Schäferhof",10.504261,53.385326
"Schnakenbek, Twiete",10.503786,53.385485
"Schnee, Kleiner Schneeweg",9.486836,53.625579
Schnega,10.890381,52.869060
Schnelsen,9.906678,53.633511
Schnelsen Süd,9.906678,53.633511
Schnelsener Weg,9.885716,53.621547
Schneverdingen,9.798791,53.111220
"Schölisch, Götzdorfer Straße",9.462213,53.617141
"Schölisch, Lilienstraße",9.472089,53.613814
"Schölisch, Schölischer Straße 63",9.470622,53.615078
"Schölisch, Zum Wiesenland",9.472995,53.612409
Schön Klinik Eilbek,10.049737,53.578707
"Schönberg, Am Rummelsberg",10.430246,53.674584
"Schönberg, Feuerwehr",10.432436,53.678466
"Schönberg, Jägerstraße",10.432748,53.675623
"Schönberg, Lürberg",10.420166,53.668710
"Schönberg, Ostpreußenstraße",10.432392,53.672267
"Schönberg, Pöhlen",10.428013,53.682823
"Schönmoor, Hörnstraße",10.163226,53.981426
"Schönmoor, Karkweg",10.138495,53.978995
"Schönmoor, Kirschenweg",10.140925,53.983680
"Schönningstedt, Alter Kamp",10.257708,53.528510
"Schönningstedt, Feuerwehr",10.259869,53.531201
"Schönningstedt, Kornblumenring",10.250877,53.534674
"Schönningstedt, Schule",10.251435,53.530598
Schönsberg,10.113250,53.658831
Schöpfwerk Neuland,9.999317,53.469562
Schubackstraße,9.988516,53.596912
"Schulau, Fähranleger",9.701795,53.569180
Schulauer Moorweg,9.740035,53.585033
Schulbergredder,10.085463,53.656619
Schule Altengamme,10.268942,53.427589
Schule Arp-Schnitger-Stieg,9.811304,53.516229
Schule Billbrookdeich,10.111028,53.532894
Schule Böhmerstraße,,
Schule Curslack,10.221378,53.447800
Schule Curslack (Kehre),10.221159,53.448045
Schule Fünfhausen,10.133346,53.448632
Schule Kirchwerder,10.202271,53.420426
Schule Krohnstieg,9.999246,53.648291
Schule Marschweg,9.761084,53.584982
Schule Mittlerer Landweg,10.134274,53.499213
Schule Mümmelmannsberg,10.141532,53.529847
Schule Neuland,10.036580,53.467941
Schule Norderschulweg,9.876498,53.531879
Schule Ochsenwerder,10.074605,53.471568
Schule Zollenspieker,10.183586,53.400835
Schulen Stübenhofer Weg,10.015892,53.482577
Schulenburg,10.427961,53.758617
Schulenburgfeld,10.416183,53.760096
Schulenburgring,10.186890,53.508065
Schulendorf,10.561588,53.473534
Schulredder,10.162383,53.514200
Schulterblatt,9.960714,53.563884
Schulweg,9.959464,53.574677
Schumannstraße,10.023868,53.576596
"Schürensöhlen, Am Putteich",10.471046,53.762696
"Schürensöhlen, Dorfstraße",10.475779,53.765325
Schüttenkarten bei Havighorst,10.431732,53.848885
Schützenhof,10.023959,53.478518
Schützenstraße (Mitte),9.928935,53.563515
Schützenstraße (Nord),9.929357,53.567574
Schwarzenbek,10.484745,53.503764
"Schwarzenbek, Alter Forsthof",10.460977,53.499860
"Schwarzenbek, Bismarckstraße",10.471868,53.506232
"Schwarzenbek, Brüggemannstraße",10.466636,53.510107
"Schwarzenbek, Cesenaticostraße",10.491098,53.508285
"Schwarzenbek, EKZ Lupuspark",10.497492,53.513058
"Schwarzenbek, Ernst-Schefe-Allee",10.477742,53.512585
"Schwarzenbek, Friedhof",10.485076,53.508927
"Schwarzenbek, Gemeinschaftsschule",10.475642,53.499896
"Schwarzenbek, Grabauer Straße",10.489320,53.501847
"Schwarzenbek, Gymnasium",10.484358,53.506060
"Schwarzenbek, Hans-Koch-Ring",10.498528,53.514222
"Schwarzenbek, Heuweg",10.489629,53.512383
"Schwarzenbek, Im Strange",10.473104,53.511438
"Schwarzenbek, In der Rülau",10.501950,53.497573
"Schwarzenbek, Industriestraße (Louisenhof)",10.504262,53.510088
"Schwarzenbek, Kollower Straße",10.472868,53.497252
"Schwarzenbek, Königsberger Allee",10.474777,53.502306
"Schwarzenbek, Kornweg",10.486152,53.512535
"Schwarzenbek, Lupuspark",10.493286,53.513901
"Schwarzenbek, Markriede",10.466195,53.508261
"Schwarzenbek, Meiereistraße",10.489323,53.500652
"Schwarzenbek, Moorweg",10.492869,53.504615
"Schwarzenbek, Mühlenredder",10.489596,53.511431
"Schwarzenbek, Paul-Gerhardt-Ring",10.483569,53.512387
"Schwarzenbek, Peerkoppel",10.469142,53.506724
"Schwarzenbek, Pflasterstraße",10.472272,53.510047
"Schwarzenbek, Rathaus",10.478967,53.503179
"Schwarzenbek, Röntgenstraße",10.500743,53.506502
"Schwarzenbek, Schäferkoppel",10.469589,53.509621
"Schwarzenbek, Schmiedestraße",10.481439,53.501891
"Schwarzenbek, Schwarzenbeker Werkstätten",10.506346,53.504671
"Schwarzenbek, Seestern-Pauly-Straße",10.483028,53.501655
"Schwarzenbek, Veilchenweg",10.481696,53.514019
Schwarzer Weg,10.055697,53.606384
Schweidnitzer Straße,10.135980,53.577065
Schwentnerring,10.010096,53.493498
Schweriner Straße,10.162233,53.605028
Schwersweg,10.077587,53.477516
"Schwiederstorf, Alter Postweg(ASM-Halt)",9.814365,53.420378
"Schwiederstorf, Am Soodhof(ASM-Halt)",9.798891,53.422217
Schwienköben,10.409927,53.761661
"Schwinde, Krümser Straße",10.319027,53.426597
"Schwinde, Weizenhagen",10.325056,53.422612
Schwindebeck,10.116698,53.125036
"Schwinge, Bergstraße",9.386484,53.553679
"Schwinge, Burgstraße",9.384157,53.549958
"Schwinge, Buswendeplatz",9.379730,53.549262
"Schwinge, Hagenaher Furth",9.338082,53.544580
"Schwinge, Kreuzweg",9.365441,53.549181
"Schwinge, Osterende",9.389773,53.550398
"Schwinge, Sandkuhle",9.388203,53.553638
"Schwinge, Schwinger Tannen",9.385313,53.569290
Schwinger Baum,9.349324,53.550469
Schwinger Steindamm,9.343530,53.539237
Schwissel,10.293228,53.896850
Sechslingspforte,,
See Hinterm Horn,10.158489,53.474827
"Seedorf, Abzweigung Blomnath",10.472394,54.027740
"Seedorf am Schaalsee, Am Zuckerhut",10.881020,53.611806
"Seedorf am Schaalsee, Badeanstalt",10.876426,53.618950
"Seedorf am Schaalsee, Bergstraße",10.867880,53.619488
"Seedorf am Schaalsee, Dargower Weg",10.860841,53.621997
"Seedorf, Aukamp",10.349243,54.061389
"Seedorf, Bahrenkrug",10.479280,54.043308
"Seedorf bei Boitze, Abzweigung",10.708888,53.166641
"Seedorf bei Boitze, Ort",10.717411,53.164371
"Seedorf, Blocksberg",10.431218,54.050808
"Seedorf, Blomnath",10.474936,54.029713
"Seedorf, Heidmoor",10.490725,54.034217
"Seedorf, Hohlegruft",10.394840,54.020094
"Seedorf, Hornsmühlen",10.364521,54.073166
"Seedorf, Kembs",10.425776,54.067109
"Seedorf, Kuhlenbrook",10.428179,54.059246
"Seedorf, Lappland",10.372648,54.072229
"Seedorf, Liethkaten",10.463299,54.058185
"Seedorf, Schulbusch",10.411204,54.041045
"Seedorf, Seebrook",10.440171,54.044340
"Seedorf, Seedorfer Allee",10.409945,54.040377
"Seedorf, Seekamp",10.460503,54.049863
"Seedorf, Tensfelderau",10.332360,54.057866
"Seedorf, Torhaus",10.409143,54.049156
"Seedorf, Weitewelt",10.442632,54.062910
"Seefeld, Denkmal",10.369788,53.845449
"Seefeld, Kreuzung",10.375692,53.848032
"Seefeld(Eckernförde), Kattenbarg",9.492554,54.099011
Seefelder Fischteiche,10.157049,53.451236
Seehafenbrücke (Amtsgericht),9.980562,53.464101
Seehof,9.781747,53.518232
Seehofring,9.779706,53.521210
Seehofring (Nord),9.780516,53.525105
Seehofring (Süd),9.781544,53.521144
Seehofweg,9.783167,53.524099
"Seester, Abzw. Seestermühe",9.584214,53.702800
"Seester, Dieckhof",9.586678,53.719913
"Seester, Dorfstraße (West)",9.590174,53.715395
"Seester, Groß Sonnendeich",9.589677,53.708021
"Seester, Grundschule",9.598549,53.718462
"Seester, Grundschule (Ost)",9.597918,53.717800
"Seester, Hörnstraße",9.576704,53.718363
"Seester, Klein Sonnendeich",9.607572,53.708659
"Seester, Seesteraudeich 148",9.570728,53.716630
"Seester, Wendeplatz",9.602891,53.722340
"Seestermühe, Dorfstraße 50",9.575139,53.702485
"Seestermühe, Lauenrothsweg",9.562809,53.714619
"Seestermühe, Mühlendeich",9.556770,53.712698
"Seestermühe, Nörn",9.562853,53.704277
"Seestermühe, Op de Weddern",9.560067,53.704344
"Seestermühe, Schulstraße",9.567353,53.704481
"Seestermühe, Zum Krückausperrwerk",9.553795,53.709872
Seestücken,9.953869,53.449482
"Seeth-Ekholt, Beeklohe",9.740411,53.748748
"Seeth-Ekholt, Butendiek",9.741123,53.751322
"Seeth-Ekholt, Dorfstraße",9.719395,53.742254
"Seeth-Ekholt, Gartenstraße",9.736092,53.744497
"Seeth-Ekholt, Schulstraße",9.731995,53.741620
"Seeth-Ekholt, Seether Straße",9.731235,53.731921
Segrahn,10.793731,53.541122
"Sehmsdorf, Am Berg",10.414500,53.811054
"Sehmsdorf, Düpenau",10.422234,53.807198
Sellhopsweg (Albertinen-Haus),9.928796,53.629445
Sellstedt,8.723058,53.515539
Semperstraße,10.017570,53.586542
Sengelmannstraße (City Nord),10.022442,53.609440
Sengelmannstraße (Mitte),10.019714,53.614100
Seniorensitz Am Hegen,10.171548,53.592779
"Seppensen, Ahornweg",9.874346,53.299861
"Seppensen, Friedhof",9.871402,53.303297
Seppensen (Mitte),9.875919,53.301189
"Seth, Holmer Weg",10.183035,53.839610
"Seth, Im Weißen Moor",10.167491,53.852108
"Seth, Lehmkuhlenring",10.180936,53.840089
"Seth, Oeringer Straße",10.180952,53.839568
"Seth, Schule",10.175842,53.850751
"Seth, Steindamm",10.175181,53.846687
Seumestraße,10.054744,53.573011
Shanghaiallee,10.003927,53.541021
"Siebenbäumen, Am Hasenkrug",10.529175,53.753540
"Siebenbäumen, Kastorf Bahnhof",10.543794,53.749507
"Siebenbäumen, Kirche",10.526980,53.749462
Siebenbuchen,9.806932,53.573333
"Siebeneichen, Abzweigung Klein Pampau",10.612998,53.509739
"Siebeneichen, Kirche",10.617719,53.512183
"Siebeneichen, Schulstraße",10.618490,53.512639
Sieberlingstraße,9.845271,53.550344
Siedenfelder Weg (Mitte),10.020605,53.495009
Siedenfelder Weg (West),10.015524,53.496795
Siedfeld,10.129842,53.435124
Siedlung Curslack (Nord),10.203766,53.471710
Siedlung Fünfhausen,10.116349,53.450796
Siegrunweg,9.767141,53.589265
"Siek, Alte Landstraße 41",10.289832,53.628726
"Siek, Alte Landstraße 49",10.281859,53.625523
"Siek, Amtsverwaltung",10.296891,53.635614
"Siek, Bültbek",10.285888,53.639210
"Siek, Hansdorfer Weg",10.293338,53.636596
"Siek, Jacobsrade",10.287431,53.642689
"Siek, Kirche",10.298031,53.633849
"Siek, Papendorfer Weg",10.297199,53.630857
Sieker Landstraße,10.167388,53.605696
Sielkuhle,10.201349,53.417587
Siemersplatz,9.963885,53.599782
Sierichstraße,10.001215,53.590346
"Sierksrade, Dorfstraße",10.599487,53.736969
"Sierksrade, Lindenweg",10.600479,53.739930
Sietas,9.787522,53.531267
"Sietwende bei Steinkirchen, Sandhörn",9.580808,53.587494
"Sietwende bei Steinkirchen, Sandhörn 10",9.577128,53.591124
Sievekingdamm,10.052213,53.560481
Sievekingplatz,9.977556,53.555957
"Sieversen, Hauptstraße",9.888964,53.407015
"Sieversen, Kreuzung",9.880074,53.403918
"Sieversen, Parkplatz Rosengartenstraße",9.832518,53.405616
"Sieversen, Quellenweg",9.885132,53.406396
"Sieversen, Rehkuhlenweg",9.878808,53.403037
"Sievershütten, Abzw. Kisdorferwohld",10.094078,53.840518
"Sievershütten, Hasenhörn",10.110936,53.844316
"Sievershütten, Heide",10.101916,53.827157
"Sievershütten, Mühlenstraße",10.106607,53.841499
"Sievershütten, Schule",10.118443,53.847221
Sieversstücken,9.786114,53.580606
"Siezbüttel, Dorfstraße",9.441221,54.051324
"Siezbüttel, Kohlenbeker Weg",9.435452,54.052944
"Siezbüttel, Ochsenweg",9.458680,54.046380
Silcherstraße,9.902716,53.569000
Siloahweg,9.901276,53.635385
Silzen,9.635183,54.028668
Singapurstraße,9.996766,53.543794
Sinstorfer Kirche,9.973326,53.424247
Sinstorfer Kirchweg,9.980780,53.424572
Sinstorfer Kirchweg (Schultwiete),9.979616,53.424339
"Sirksfelde, Altes Forsthaus",10.513694,53.652297
"Sirksfelde, Hauptstraße",10.508908,53.665252
"Sirksfelde, Kalkkuhle",10.473109,53.661322
"Sirksfelde, Schulstraße",10.509592,53.662817
Skaldenweg,10.179390,53.633550
"Soderstorf, Friedhof",10.135548,53.135129
"Soderstorf, Grundschule",10.146030,53.142712
"Soderstorf, Hauptstraße",10.146648,53.141223
"Soderstorf, Moorweg",10.145404,53.140534
"Söhren, Lindenstraße (SE)",10.425983,53.913046
"Söhren, Neuengörser Straße",10.427102,53.910616
"Soltau, Bahnhof",9.832347,52.983149
Soltau Nord,9.861104,53.001280
Soltau(Han),9.830816,52.983016
Soltendieck,10.761428,52.874220
Soltendieck Siedlung,10.753876,52.874907
"Sommerland, Brunsholt",9.553403,53.779156
"Sommerland, Dückermühle",9.534513,53.806277
"Sommerland, Dükermühle/Spritzenhaus",9.535818,53.805058
"Sommerland, Feuerwache Siethwende",9.571242,53.788039
"Sommerland, Grönland",9.583236,53.821369
"Sommerland, Kamerland",9.547268,53.798466
"Sommerland, Kamerlander Au",9.562156,53.783644
Sonnenland,10.134705,53.536777
Sonnenweg (Mitte),10.123348,53.590313
"Sophienberg, Abzweigung Hüls",10.433573,54.003914
"Sophiental, Am Wendfeld",10.808563,53.566995
"Sophiental, An der Kiesbahn",10.805672,53.561853
Sophienterrasse,9.993373,53.576673
Sophie-Schoop-Weg,10.163633,53.489397
Sorbusallee,10.073249,53.627101
Sorenkoppel,10.185078,53.591091
Sorthmannweg,9.956114,53.583446
"Sottorf, Barkendicke",9.890078,53.417825
"Sottorf, Brandheide",9.895108,53.417446
"Sottorf, Rötsol",9.893183,53.421046
"Sottorf, Rühmte",9.893756,53.417537
"Sottorf, Spritzenhaus",9.897589,53.421659
Sottrum,9.249804,53.101278
Spadenländer Ecke,10.065131,53.491349
Spadenländer Elbdeich,10.062969,53.477207
Spaldingstraße,10.013259,53.547753
Spanische Furt,9.917017,53.625094
Sparrieshoop,9.685157,53.781323
"Sparrieshoop, Grundschule",9.688856,53.793207
"Sparrieshoop, Kirche",9.683133,53.784650
Speckenweg,10.261049,53.472449
Speckenwegbrücke,10.258878,53.467817
Specksaalredder,10.103599,53.701654
Speersort,9.996629,53.549528
Sperlingsweg,9.974971,53.645553
Sperrwerk Estemündung,9.793725,53.533967
Sperrwerk Neuenfelde,9.790574,53.536094
Spieringstraße,10.226687,53.484713
Spitzbergenweg,10.166044,53.629278
Spliedtring,10.108665,53.562514
Spreenende,9.973504,53.612733
"Sprenge, Mittelweg",10.389822,53.691476
"Sprenge, Raumredder",10.391793,53.692954
"Sprenge, Zum Buchenwald",10.370799,53.691228
Spritzenhaus,10.187878,53.437230
Sprötze,9.812206,53.309448
"Sprötze, Bürgermeister-Kröger-Straße",9.822319,53.309550
"Sprötze, B3",9.802706,53.309288
"Sprötze, Kakenstorfer Straße",9.801298,53.309414
"Sprötze, Ortsmitte",9.803520,53.309525
"Sprötze, Sanderfeld",9.815048,53.309797
"Sprötze, Schule",9.812565,53.308601
"St. Dionys, Gotenweg",10.397759,53.335427
"St. Margarethen, Bahnhofstraße 21",9.254033,53.894378
"St. Margarethen, Heideducht 28",9.261811,53.880633
"St. Margarethen, Heideducht 32",9.267453,53.878347
"St. Margarethen, Holstendamm (Ost)",9.260247,53.910178
"St. Margarethen, Kirchducht 23",9.244286,53.894866
"St. Margarethen, Osterbünge Nord",9.292862,53.893562
"St. Margarethen, Osterbünge-Mitte",9.277100,53.893006
"St. Margarethen, Poststraße",9.255121,53.890611
"St. Margarethen, Schule",9.256724,53.891596
"St. Margarethen, Stuven 13",9.257388,53.908054
"St. Margarethen, Stuven 6",9.253514,53.904047
St. Pauli Hafenstraße,9.964905,53.546446
Stade,9.477129,53.596169
"Stade, Airbus (Eingang)",9.507627,53.573442
"Stade, Airbus/CFK Nord",9.507630,53.573721
"Stade, Airbus-Straße",9.506218,53.573008
"Stade, Altländer Straße",9.489858,53.602017
"Stade, Am Exerzierplatz",9.475884,53.588533
"Stade, Am Hinterdeich",9.484417,53.601797
"Stade, Am Hohen Felde",9.447919,53.600187
"Stade, Am Mühlenkamp",9.453640,53.582860
"Stade, Am Schießstand",9.483496,53.585933
"Stade, Athenaeum",9.472839,53.590369
"Stade, Barger Weg",9.458159,53.586087
"Stade, Beethovenstraße",9.446843,53.602653
"Stade, Bergstraße",9.457455,53.603332
"Stade, Berliner Platz",9.479094,53.593282
"Stade, Berufssch./Vincent-Lübeck-Gymn.",9.467051,53.606439
"Stade, Bildungscampus Riensförde",9.472989,53.567331
"Stade, Bockhorster Weg (Schule)",9.449056,53.609087
"Stade, Brauerstraße",9.472858,53.589354
"Stade, Breite-Blöcken-Ring",9.450010,53.605031
"Stade, Bremervörder Straße",9.439495,53.596256
"Stade, Bronzeschmiede",9.472223,53.582573
"Stade, Carl-von-Ossietzky-Weg",9.492592,53.570926
"Stade, Cheruskerweg",9.483171,53.583993
"Stade, Claus-von-Stauffenberg-Weg",9.501646,53.573225
"Stade, Frankenweg",9.480807,53.587229
"Stade, Fredenbecker Weg",9.469976,53.575977
"Stade, Freiburger Straße",9.475218,53.609875
"Stade, Friedrich-Fröbel-Schule",9.476404,53.590445
"Stade, Goebenstraße",9.459227,53.587134
"Stade, Gottlieb-Daimler-Straße",9.496083,53.578972
"Stade, Graf-Heinrich-Straße",9.476821,53.584549
"Stade, Grünendeicher Straße",9.488557,53.600576
"Stade, Grüner Weg",9.455057,53.606548
"Stade, Hansestraße",9.477455,53.607297
"Stade, Harburger Straße (KVG)",9.486555,53.589371
"Stade, Heidbecker Damm",9.496471,53.581127
"Stade, Hempbarg",9.458415,53.583228
"Stade, Henning-von-Tresckow-Weg",9.494554,53.573452
"Stade, Hirschgang",9.450133,53.608023
"Stade, Hohenwedeler Weg",9.462400,53.605262
"Stade, Hörne",9.493528,53.618795
"Stade, Hügelweg",9.497577,53.584087
"Stade, Iltisweg (Friedhof)",9.452822,53.609477
"Stade, Im Neuwerk",9.475731,53.595111
"Stade, In der Hörne",9.480539,53.611507
"Stade, Jobelmannstraße",9.471197,53.592074
"Stade, Jorker Straße",9.490589,53.601205
"Stade, Karlshamnweg",9.449631,53.610603
"Stade, Kehdinger Straße",9.474750,53.604531
"Stade, Krankenhaus",9.443233,53.598363
"Stade, Langobardenstraße",9.480408,53.585271
"Stade, Lüneburger Straße",9.469047,53.567050
"Stade, Malmöweg",9.452479,53.611293
"Stade, Mittelnkirchener Straße",9.486739,53.598831
"Stade, Ottenbecker Damm",9.510817,53.573842
"Stade, Pferdemarkt",9.474533,53.600003
"Stade, Pommernstraße",9.470743,53.585238
"Stade, Pulverweg",9.461617,53.606874
"Stade, Sachsenstraße (KVG)",9.486158,53.588977
"Stade, Sachsenstraße (Mitte)",9.477206,53.586614
"Stade, Sachsenstraße (West)",9.472934,53.586703
"Stade, Salztorscontrescarpe",9.481901,53.601016
"Stade, Salztorswall",9.477344,53.597494
"Stade, Sanders Weg",9.468627,53.590458
"Stade, Schiffertor (Brücke)",9.471076,53.601580
"Stade, Schiffertor/Wallstraße",9.472567,53.601134
"Stade, Schützenstraße",9.453969,53.600856
"Stade, Schwabensee",9.491234,53.586584
"Stade, Schwarzer Berg",9.447398,53.599488
"Stade, Schwedenspeicher",9.477861,53.604501
"Stade, Senior-Ubbelohde-Weg",9.488139,53.572239
"Stade, Soltauer Straße",9.470641,53.570665
"Stade, Stadeum",9.467906,53.603120
"Stade, Tannenbergstraße",9.455577,53.584749
"Stade, Teichstraße",9.472503,53.592734
"Stade, Theodor-Hermann-Weg",9.482608,53.598138
"Stade, Thuner Straße",9.458208,53.586473
"Stade, Timm-Kröger-Straße",9.474476,53.589572
"Stade, Udonenstraße",9.476133,53.586493
"Stade, Vincent-Lübeck-Gymnasium",9.469161,53.607320
"Stade, Wilhelm-Sietas-Straße",9.464553,53.588030
"Stadermoor, Abzweig Groß Sterneberg",9.432074,53.626814
"Stadermoor, Landernweg",9.438571,53.625110
"Stadermoor, Wendeplatz",9.430441,53.635688
Stadermoor 32,9.431015,53.631148
"Stadersand, Kehre",9.525503,53.628345
Stadionstraße,9.884481,53.580529
Stadtbahnstraße,10.106912,53.653660
Stadtbahnstraße (Mitte),,
Stadthausbrücke,9.984919,53.549445
Stadtpark (Planetarium),10.013887,53.596080
Stadtteilschule Bergedorf,10.190483,53.492672
"Staersbeck, Kreuzung",9.680690,53.391258
"Staersbeck, Regesbosteler Straße",9.671028,53.388635
